R,f_FA,yCO2,w_SS,w_b,converged_count,total_count,convergence_rate
1.2,0.2,0.4,0.04,2.0,1,1,100.0
1.2,0.2,0.4,0.05,1.1,1,1,100.0
1.2,0.2,0.4,0.05,1.4,1,1,100.0
1.2,0.2,0.4,0.05,1.7,1,1,100.0
1.2,0.2,0.4,0.05,2.0,1,1,100.0
1.2,0.3,0.0,0.02,1.1,1,1,100.0
1.2,0.3,0.0,0.02,1.4,1,1,100.0
1.2,0.3,0.0,0.02,1.7,1,1,100.0
1.2,0.3,0.0,0.02,2.0,1,1,100.0
1.2,0.3,0.0,0.03,1.1,1,1,100.0
1.2,0.3,0.0,0.03,1.4,1,1,100.0
1.2,0.3,0.0,0.03,1.7,1,1,100.0
1.2,0.3,0.0,0.03,2.0,1,1,100.0
1.2,0.3,0.0,0.04,1.1,1,1,100.0
1.2,0.3,0.0,0.04,1.4,1,1,100.0
1.2,0.3,0.0,0.04,1.7,1,1,100.0
1.2,0.3,0.0,0.04,2.0,1,1,100.0
1.2,0.3,0.0,0.05,1.1,1,1,100.0
1.2,0.3,0.0,0.05,1.4,1,1,100.0
1.2,0.3,0.0,0.05,1.7,1,1,100.0
1.2,0.3,0.0,0.05,2.0,1,1,100.0
1.2,0.3,0.15,0.02,1.1,1,1,100.0
1.2,0.3,0.15,0.02,1.4,1,1,100.0
1.2,0.3,0.15,0.02,1.7,1,1,100.0
1.2,0.3,0.15,0.02,2.0,1,1,100.0
1.2,0.3,0.15,0.03,1.1,1,1,100.0
1.2,0.3,0.15,0.03,1.4,1,1,100.0
1.2,0.3,0.15,0.03,1.7,1,1,100.0
1.2,0.3,0.15,0.03,2.0,1,1,100.0
1.2,0.3,0.15,0.04,1.1,1,1,100.0
1.2,0.3,0.15,0.04,1.4,1,1,100.0
1.2,0.3,0.15,0.04,1.7,1,1,100.0
1.2,0.3,0.15,0.04,2.0,1,1,100.0
1.2,0.3,0.15,0.05,1.1,1,1,100.0
1.2,0.3,0.15,0.05,1.4,1,1,100.0
1.2,0.3,0.15,0.05,1.7,1,1,100.0
1.2,0.3,0.15,0.05,2.0,1,1,100.0
1.2,0.3,0.2,0.02,1.1,1,1,100.0
1.2,0.3,0.2,0.02,1.4,1,1,100.0
1.2,0.3,0.2,0.02,1.7,1,1,100.0
1.2,0.3,0.2,0.02,2.0,1,1,100.0
1.2,0.3,0.2,0.03,1.1,1,1,100.0
1.2,0.3,0.2,0.03,1.4,1,1,100.0
1.2,0.3,0.2,0.03,1.7,1,1,100.0
1.2,0.3,0.2,0.03,2.0,1,1,100.0
1.2,0.3,0.2,0.04,1.1,1,1,100.0
1.2,0.3,0.2,0.04,1.4,1,1,100.0
1.2,0.3,0.2,0.04,1.7,1,1,100.0
1.2,0.3,0.2,0.04,2.0,1,1,100.0
1.2,0.3,0.2,0.05,1.1,1,1,100.0
1.2,0.3,0.2,0.05,1.4,1,1,100.0
1.2,0.3,0.2,0.05,1.7,1,1,100.0
1.2,0.3,0.2,0.05,2.0,1,1,100.0
1.2,0.3,0.25,0.02,1.1,1,1,100.0
1.2,0.3,0.25,0.02,1.4,1,1,100.0
1.2,0.3,0.25,0.02,1.7,1,1,100.0
1.2,0.3,0.25,0.02,2.0,1,1,100.0
1.2,0.3,0.25,0.03,1.1,1,1,100.0
1.2,0.3,0.25,0.03,1.4,1,1,100.0
1.2,0.3,0.25,0.03,1.7,1,1,100.0
1.2,0.3,0.25,0.03,2.0,1,1,100.0
1.2,0.3,0.25,0.04,1.1,1,1,100.0
1.2,0.3,0.25,0.04,1.4,1,1,100.0
1.2,0.3,0.25,0.04,1.7,1,1,100.0
1.2,0.3,0.25,0.04,2.0,1,1,100.0
1.2,0.3,0.25,0.05,1.1,1,1,100.0
1.2,0.3,0.25,0.05,1.4,1,1,100.0
1.2,0.3,0.25,0.05,1.7,1,1,100.0
1.2,0.3,0.25,0.05,2.0,1,1,100.0
1.2,0.3,0.3,0.02,1.1,1,1,100.0
1.2,0.3,0.3,0.02,1.4,1,1,100.0
1.2,0.3,0.3,0.02,1.7,1,1,100.0
1.2,0.3,0.3,0.02,2.0,1,1,100.0
1.2,0.3,0.3,0.03,1.1,1,1,100.0
1.2,0.3,0.3,0.03,1.4,1,1,100.0
1.2,0.3,0.3,0.03,1.7,1,1,100.0
1.2,0.3,0.3,0.03,2.0,1,1,100.0
1.2,0.3,0.3,0.04,1.1,1,1,100.0
1.2,0.3,0.3,0.04,1.4,1,1,100.0
1.2,0.3,0.3,0.04,1.7,1,1,100.0
1.2,0.3,0.3,0.04,2.0,1,1,100.0
1.2,0.3,0.3,0.05,1.1,1,1,100.0
1.2,0.3,0.3,0.05,1.4,1,1,100.0
1.2,0.3,0.3,0.05,1.7,1,1,100.0
1.2,0.3,0.3,0.05,2.0,1,1,100.0
1.2,0.3,0.35,0.02,1.1,1,1,100.0
1.2,0.3,0.35,0.02,1.4,1,1,100.0
1.2,0.3,0.35,0.02,1.7,1,1,100.0
1.2,0.3,0.35,0.02,2.0,1,1,100.0
1.2,0.3,0.35,0.03,1.1,1,1,100.0
1.2,0.3,0.35,0.03,1.4,1,1,100.0
1.2,0.3,0.35,0.03,1.7,1,1,100.0
1.2,0.3,0.35,0.03,2.0,1,1,100.0
1.2,0.3,0.35,0.04,1.1,1,1,100.0
1.2,0.3,0.35,0.04,1.4,1,1,100.0
1.2,0.3,0.35,0.04,1.7,1,1,100.0
1.2,0.3,0.35,0.04,2.0,1,1,100.0
1.2,0.3,0.35,0.05,1.1,1,1,100.0
1.2,0.3,0.35,0.05,1.4,1,1,100.0
1.2,0.3,0.35,0.05,1.7,1,1,100.0
1.2,0.3,0.35,0.05,2.0,1,1,100.0
1.2,0.3,0.4,0.02,1.1,1,1,100.0
1.2,0.3,0.4,0.02,1.4,1,1,100.0
1.2,0.3,0.4,0.02,1.7,1,1,100.0
1.2,0.3,0.4,0.02,2.0,1,1,100.0
1.2,0.3,0.4,0.03,1.1,1,1,100.0
1.2,0.3,0.4,0.03,1.4,1,1,100.0
1.2,0.3,0.4,0.03,1.7,1,1,100.0
1.2,0.3,0.4,0.03,2.0,1,1,100.0
1.2,0.3,0.4,0.04,1.1,1,1,100.0
1.2,0.3,0.4,0.04,1.4,1,1,100.0
1.2,0.3,0.4,0.04,1.7,1,1,100.0
1.2,0.3,0.4,0.04,2.0,1,1,100.0
1.2,0.3,0.4,0.05,1.1,1,1,100.0
1.2,0.3,0.4,0.05,1.4,1,1,100.0
1.2,0.3,0.4,0.05,1.7,1,1,100.0
1.2,0.3,0.4,0.05,2.0,1,1,100.0
1.2,0.4,0.0,0.02,1.1,1,1,100.0
1.2,0.4,0.0,0.02,1.4,1,1,100.0
1.2,0.4,0.0,0.02,1.7,1,1,100.0
1.2,0.4,0.0,0.02,2.0,1,1,100.0
1.2,0.4,0.0,0.03,1.1,1,1,100.0
1.2,0.4,0.0,0.03,1.4,1,1,100.0
1.2,0.4,0.0,0.03,1.7,1,1,100.0
1.2,0.4,0.0,0.03,2.0,1,1,100.0
1.2,0.4,0.0,0.04,1.1,1,1,100.0
1.2,0.4,0.0,0.04,1.4,1,1,100.0
1.2,0.4,0.0,0.04,1.7,1,1,100.0
1.2,0.4,0.0,0.04,2.0,1,1,100.0
1.2,0.4,0.0,0.05,1.1,1,1,100.0
1.2,0.4,0.0,0.05,1.4,1,1,100.0
1.2,0.4,0.0,0.05,1.7,1,1,100.0
1.2,0.4,0.0,0.05,2.0,1,1,100.0
1.2,0.4,0.15,0.02,1.1,1,1,100.0
1.2,0.4,0.15,0.02,1.4,1,1,100.0
1.2,0.4,0.15,0.02,1.7,1,1,100.0
1.2,0.4,0.15,0.02,2.0,1,1,100.0
1.2,0.4,0.15,0.03,1.1,1,1,100.0
1.2,0.4,0.15,0.03,1.4,1,1,100.0
1.2,0.4,0.15,0.03,1.7,1,1,100.0
1.2,0.4,0.15,0.03,2.0,1,1,100.0
1.2,0.4,0.15,0.04,1.1,1,1,100.0
1.2,0.4,0.15,0.04,1.4,1,1,100.0
1.2,0.4,0.15,0.04,1.7,1,1,100.0
1.2,0.4,0.15,0.04,2.0,1,1,100.0
1.2,0.4,0.15,0.05,1.1,1,1,100.0
1.2,0.4,0.15,0.05,1.4,1,1,100.0
1.2,0.4,0.15,0.05,1.7,1,1,100.0
1.2,0.4,0.15,0.05,2.0,1,1,100.0
1.2,0.4,0.2,0.02,1.1,1,1,100.0
1.2,0.4,0.2,0.02,1.4,1,1,100.0
1.2,0.4,0.2,0.02,1.7,1,1,100.0
1.2,0.4,0.2,0.02,2.0,1,1,100.0
1.2,0.4,0.2,0.03,1.1,1,1,100.0
1.2,0.4,0.2,0.03,1.4,1,1,100.0
1.2,0.4,0.2,0.03,1.7,1,1,100.0
1.2,0.4,0.2,0.03,2.0,1,1,100.0
1.2,0.4,0.2,0.04,1.1,1,1,100.0
1.2,0.4,0.2,0.04,1.4,1,1,100.0
1.2,0.4,0.2,0.04,1.7,1,1,100.0
1.2,0.4,0.2,0.04,2.0,1,1,100.0
1.2,0.4,0.2,0.05,1.1,1,1,100.0
1.2,0.4,0.2,0.05,1.4,1,1,100.0
1.2,0.4,0.2,0.05,1.7,1,1,100.0
1.2,0.4,0.2,0.05,2.0,1,1,100.0
1.2,0.4,0.25,0.02,1.1,1,1,100.0
1.2,0.4,0.25,0.02,1.4,1,1,100.0
1.2,0.4,0.25,0.02,1.7,1,1,100.0
1.2,0.4,0.25,0.02,2.0,1,1,100.0
1.2,0.4,0.25,0.03,1.1,1,1,100.0
1.2,0.4,0.25,0.03,1.4,1,1,100.0
1.2,0.4,0.25,0.03,1.7,1,1,100.0
1.2,0.4,0.25,0.03,2.0,1,1,100.0
1.2,0.4,0.25,0.04,1.1,1,1,100.0
1.2,0.4,0.25,0.04,1.4,1,1,100.0
1.2,0.4,0.25,0.04,1.7,1,1,100.0
1.2,0.4,0.25,0.04,2.0,1,1,100.0
1.2,0.4,0.25,0.05,1.1,1,1,100.0
1.2,0.4,0.25,0.05,1.4,1,1,100.0
1.2,0.4,0.25,0.05,1.7,1,1,100.0
1.2,0.4,0.25,0.05,2.0,1,1,100.0
1.2,0.4,0.3,0.02,1.1,1,1,100.0
1.2,0.4,0.3,0.02,1.4,1,1,100.0
1.2,0.4,0.3,0.02,1.7,1,1,100.0
1.2,0.4,0.3,0.02,2.0,1,1,100.0
1.2,0.4,0.3,0.03,1.1,1,1,100.0
1.2,0.4,0.3,0.03,1.4,1,1,100.0
1.2,0.4,0.3,0.03,1.7,1,1,100.0
1.2,0.4,0.3,0.03,2.0,1,1,100.0
1.2,0.4,0.3,0.04,1.1,1,1,100.0
1.2,0.4,0.3,0.04,1.4,1,1,100.0
1.2,0.4,0.3,0.04,1.7,1,1,100.0
1.2,0.4,0.3,0.04,2.0,1,1,100.0
1.2,0.4,0.3,0.05,1.1,1,1,100.0
1.2,0.4,0.3,0.05,1.4,1,1,100.0
1.2,0.4,0.3,0.05,1.7,1,1,100.0
1.2,0.4,0.3,0.05,2.0,1,1,100.0
1.2,0.4,0.35,0.02,1.1,1,1,100.0
1.2,0.4,0.35,0.02,1.4,1,1,100.0
1.2,0.4,0.35,0.02,1.7,1,1,100.0
1.2,0.4,0.35,0.02,2.0,1,1,100.0
1.2,0.4,0.35,0.03,1.1,1,1,100.0
1.2,0.4,0.35,0.03,1.4,1,1,100.0
1.2,0.4,0.35,0.03,1.7,1,1,100.0
1.2,0.4,0.35,0.03,2.0,1,1,100.0
1.2,0.4,0.35,0.04,1.1,1,1,100.0
1.2,0.4,0.35,0.04,1.4,1,1,100.0
1.2,0.4,0.35,0.04,1.7,1,1,100.0
1.2,0.4,0.35,0.04,2.0,1,1,100.0
1.2,0.4,0.35,0.05,1.1,1,1,100.0
1.2,0.4,0.35,0.05,1.4,1,1,100.0
1.2,0.4,0.35,0.05,1.7,1,1,100.0
1.2,0.4,0.35,0.05,2.0,1,1,100.0
1.2,0.4,0.4,0.02,1.1,1,1,100.0
1.2,0.4,0.4,0.02,1.4,1,1,100.0
1.2,0.4,0.4,0.02,1.7,1,1,100.0
1.2,0.4,0.4,0.02,2.0,1,1,100.0
1.2,0.4,0.4,0.03,1.1,1,1,100.0
1.2,0.4,0.4,0.03,1.4,1,1,100.0
1.2,0.4,0.4,0.03,1.7,1,1,100.0
1.2,0.4,0.4,0.03,2.0,1,1,100.0
1.2,0.4,0.4,0.04,1.1,1,1,100.0
1.2,0.4,0.4,0.04,1.4,1,1,100.0
1.2,0.4,0.4,0.04,1.7,1,1,100.0
1.2,0.4,0.4,0.04,2.0,1,1,100.0
1.2,0.4,0.4,0.05,1.1,1,1,100.0
1.2,0.4,0.4,0.05,1.4,1,1,100.0
1.2,0.4,0.4,0.05,1.7,1,1,100.0
1.2,0.4,0.4,0.05,2.0,1,1,100.0
1.2,0.5,0.0,0.02,1.1,1,1,100.0
1.2,0.5,0.0,0.02,1.4,1,1,100.0
1.2,0.5,0.0,0.02,1.7,1,1,100.0
1.2,0.5,0.0,0.02,2.0,1,1,100.0
1.2,0.5,0.0,0.03,1.1,1,1,100.0
1.2,0.5,0.0,0.03,1.4,1,1,100.0
1.2,0.5,0.0,0.03,1.7,1,1,100.0
1.2,0.5,0.0,0.03,2.0,1,1,100.0
1.2,0.5,0.0,0.04,1.1,1,1,100.0
1.2,0.5,0.0,0.04,1.4,1,1,100.0
1.2,0.5,0.0,0.04,1.7,1,1,100.0
1.2,0.5,0.0,0.04,2.0,1,1,100.0
1.2,0.5,0.0,0.05,1.1,1,1,100.0
1.2,0.5,0.0,0.05,1.4,1,1,100.0
1.2,0.5,0.0,0.05,1.7,1,1,100.0
1.2,0.5,0.0,0.05,2.0,1,1,100.0
1.2,0.5,0.15,0.02,1.1,1,1,100.0
1.2,0.5,0.15,0.02,1.4,1,1,100.0
1.2,0.5,0.15,0.02,1.7,1,1,100.0
1.2,0.5,0.15,0.02,2.0,1,1,100.0
1.2,0.5,0.15,0.03,1.1,1,1,100.0
1.2,0.5,0.15,0.03,1.4,1,1,100.0
1.2,0.5,0.15,0.03,1.7,1,1,100.0
1.2,0.5,0.15,0.03,2.0,1,1,100.0
1.2,0.5,0.15,0.04,1.1,1,1,100.0
1.2,0.5,0.15,0.04,1.4,1,1,100.0
1.2,0.5,0.15,0.04,1.7,1,1,100.0
1.2,0.5,0.15,0.04,2.0,1,1,100.0
1.2,0.5,0.15,0.05,1.1,1,1,100.0
1.2,0.5,0.15,0.05,1.4,1,1,100.0
1.2,0.5,0.15,0.05,1.7,1,1,100.0
1.2,0.5,0.15,0.05,2.0,1,1,100.0
1.2,0.5,0.2,0.02,1.1,1,1,100.0
1.2,0.5,0.2,0.02,1.4,1,1,100.0
1.2,0.5,0.2,0.02,1.7,1,1,100.0
1.2,0.5,0.2,0.02,2.0,1,1,100.0
1.2,0.5,0.2,0.03,1.1,1,1,100.0
1.2,0.5,0.2,0.03,1.4,1,1,100.0
1.2,0.5,0.2,0.03,1.7,1,1,100.0
1.2,0.5,0.2,0.03,2.0,1,1,100.0
1.2,0.5,0.2,0.04,1.1,1,1,100.0
1.2,0.5,0.2,0.04,1.4,1,1,100.0
1.2,0.5,0.2,0.04,1.7,1,1,100.0
1.2,0.5,0.2,0.04,2.0,1,1,100.0
1.2,0.5,0.2,0.05,1.1,1,1,100.0
1.2,0.5,0.2,0.05,1.4,1,1,100.0
1.2,0.5,0.2,0.05,1.7,1,1,100.0
1.2,0.5,0.2,0.05,2.0,1,1,100.0
1.2,0.5,0.25,0.02,1.1,1,1,100.0
1.2,0.5,0.25,0.02,1.4,1,1,100.0
1.2,0.5,0.25,0.02,1.7,1,1,100.0
1.2,0.5,0.25,0.02,2.0,1,1,100.0
1.2,0.5,0.25,0.03,1.1,1,1,100.0
1.2,0.5,0.25,0.03,1.4,1,1,100.0
1.2,0.5,0.25,0.03,1.7,1,1,100.0
1.2,0.5,0.25,0.03,2.0,1,1,100.0
1.2,0.5,0.25,0.04,1.1,1,1,100.0
1.2,0.5,0.25,0.04,1.4,1,1,100.0
1.2,0.5,0.25,0.04,1.7,1,1,100.0
1.2,0.5,0.25,0.04,2.0,1,1,100.0
1.2,0.5,0.25,0.05,1.1,1,1,100.0
1.2,0.5,0.25,0.05,1.4,1,1,100.0
1.2,0.5,0.25,0.05,1.7,1,1,100.0
1.2,0.5,0.25,0.05,2.0,1,1,100.0
1.2,0.5,0.3,0.02,1.1,1,1,100.0
1.2,0.5,0.3,0.02,1.4,1,1,100.0
1.2,0.5,0.3,0.02,1.7,1,1,100.0
1.2,0.5,0.3,0.02,2.0,1,1,100.0
1.2,0.5,0.3,0.03,1.1,1,1,100.0
1.2,0.5,0.3,0.03,1.4,1,1,100.0
1.2,0.5,0.3,0.03,1.7,1,1,100.0
1.2,0.5,0.3,0.03,2.0,1,1,100.0
1.2,0.5,0.3,0.04,1.1,1,1,100.0
1.2,0.5,0.3,0.04,1.4,1,1,100.0
1.2,0.5,0.3,0.04,1.7,1,1,100.0
1.2,0.5,0.3,0.04,2.0,1,1,100.0
1.2,0.5,0.3,0.05,1.1,1,1,100.0
1.2,0.5,0.3,0.05,1.4,1,1,100.0
1.2,0.5,0.3,0.05,1.7,1,1,100.0
1.2,0.5,0.3,0.05,2.0,1,1,100.0
1.2,0.5,0.35,0.02,1.1,1,1,100.0
1.2,0.5,0.35,0.02,1.4,1,1,100.0
1.2,0.5,0.35,0.02,1.7,1,1,100.0
1.2,0.5,0.35,0.02,2.0,1,1,100.0
1.2,0.5,0.35,0.03,1.1,1,1,100.0
1.2,0.5,0.35,0.03,1.4,1,1,100.0
1.2,0.5,0.35,0.03,1.7,1,1,100.0
1.2,0.5,0.35,0.03,2.0,1,1,100.0
1.2,0.5,0.35,0.04,1.1,1,1,100.0
1.2,0.5,0.35,0.04,1.4,1,1,100.0
1.2,0.5,0.35,0.04,1.7,1,1,100.0
1.2,0.5,0.35,0.04,2.0,1,1,100.0
1.2,0.5,0.35,0.05,1.1,1,1,100.0
1.2,0.5,0.35,0.05,1.4,1,1,100.0
1.2,0.5,0.35,0.05,1.7,1,1,100.0
1.2,0.5,0.35,0.05,2.0,1,1,100.0
1.2,0.5,0.4,0.02,1.1,1,1,100.0
1.2,0.5,0.4,0.02,1.4,1,1,100.0
1.2,0.5,0.4,0.02,1.7,1,1,100.0
1.2,0.5,0.4,0.02,2.0,1,1,100.0
1.2,0.5,0.4,0.03,1.1,1,1,100.0
1.2,0.5,0.4,0.03,1.4,1,1,100.0
1.2,0.5,0.4,0.03,1.7,1,1,100.0
1.2,0.5,0.4,0.03,2.0,1,1,100.0
1.2,0.5,0.4,0.04,1.1,1,1,100.0
1.2,0.5,0.4,0.04,1.4,1,1,100.0
1.2,0.5,0.4,0.04,1.7,1,1,100.0
1.2,0.5,0.4,0.04,2.0,1,1,100.0
1.2,0.5,0.4,0.05,1.1,1,1,100.0
1.2,0.5,0.4,0.05,1.4,1,1,100.0
1.2,0.5,0.4,0.05,1.7,1,1,100.0
1.2,0.5,0.4,0.05,2.0,1,1,100.0
1.2,0.6,0.0,0.02,1.1,1,1,100.0
1.2,0.6,0.0,0.02,1.4,1,1,100.0
1.2,0.6,0.0,0.02,1.7,1,1,100.0
1.2,0.6,0.0,0.02,2.0,1,1,100.0
1.2,0.6,0.0,0.03,1.1,1,1,100.0
1.2,0.6,0.0,0.03,1.4,1,1,100.0
1.2,0.6,0.0,0.03,1.7,1,1,100.0
1.2,0.6,0.0,0.03,2.0,1,1,100.0
1.2,0.6,0.0,0.04,1.1,1,1,100.0
1.2,0.6,0.0,0.04,1.4,1,1,100.0
1.2,0.6,0.0,0.04,1.7,1,1,100.0
1.2,0.6,0.0,0.04,2.0,1,1,100.0
1.2,0.6,0.0,0.05,1.1,1,1,100.0
1.2,0.6,0.0,0.05,1.4,1,1,100.0
1.2,0.6,0.0,0.05,1.7,1,1,100.0
1.2,0.6,0.0,0.05,2.0,1,1,100.0
1.2,0.6,0.15,0.02,1.1,1,1,100.0
1.2,0.6,0.15,0.02,1.4,1,1,100.0
1.2,0.6,0.15,0.02,1.7,1,1,100.0
1.2,0.6,0.15,0.02,2.0,1,1,100.0
1.2,0.6,0.15,0.03,1.1,1,1,100.0
1.2,0.6,0.15,0.03,1.4,1,1,100.0
1.2,0.6,0.15,0.03,1.7,1,1,100.0
1.2,0.6,0.15,0.03,2.0,1,1,100.0
1.2,0.6,0.15,0.04,1.1,1,1,100.0
1.2,0.6,0.15,0.04,1.4,1,1,100.0
1.2,0.6,0.15,0.04,1.7,1,1,100.0
1.2,0.6,0.15,0.04,2.0,1,1,100.0
1.2,0.6,0.15,0.05,1.1,1,1,100.0
1.2,0.6,0.15,0.05,1.4,1,1,100.0
1.2,0.6,0.15,0.05,1.7,1,1,100.0
1.2,0.6,0.15,0.05,2.0,1,1,100.0
1.2,0.6,0.2,0.02,1.1,1,1,100.0
1.2,0.6,0.2,0.02,1.4,1,1,100.0
1.2,0.6,0.2,0.02,1.7,1,1,100.0
1.2,0.6,0.2,0.02,2.0,1,1,100.0
1.2,0.6,0.2,0.03,1.1,1,1,100.0
1.2,0.6,0.2,0.03,1.4,1,1,100.0
1.2,0.6,0.2,0.03,1.7,1,1,100.0
1.2,0.6,0.2,0.03,2.0,1,1,100.0
1.2,0.6,0.2,0.04,1.1,1,1,100.0
1.2,0.6,0.2,0.04,1.4,1,1,100.0
1.2,0.6,0.2,0.04,1.7,1,1,100.0
1.2,0.6,0.2,0.04,2.0,1,1,100.0
1.2,0.6,0.2,0.05,1.1,1,1,100.0
1.2,0.6,0.2,0.05,1.4,1,1,100.0
1.2,0.6,0.2,0.05,1.7,1,1,100.0
1.2,0.6,0.2,0.05,2.0,1,1,100.0
1.2,0.6,0.25,0.02,1.1,1,1,100.0
1.2,0.6,0.25,0.02,1.4,1,1,100.0
1.2,0.6,0.25,0.02,1.7,1,1,100.0
1.2,0.6,0.25,0.02,2.0,1,1,100.0
1.2,0.6,0.25,0.03,1.1,1,1,100.0
1.2,0.6,0.25,0.03,1.4,1,1,100.0
1.2,0.6,0.25,0.03,1.7,1,1,100.0
1.2,0.6,0.25,0.03,2.0,1,1,100.0
1.2,0.6,0.25,0.04,1.1,1,1,100.0
1.2,0.6,0.25,0.04,1.4,1,1,100.0
1.2,0.6,0.25,0.04,1.7,1,1,100.0
1.2,0.6,0.25,0.04,2.0,1,1,100.0
1.2,0.6,0.25,0.05,1.1,1,1,100.0
1.2,0.6,0.25,0.05,1.4,1,1,100.0
1.2,0.6,0.25,0.05,1.7,1,1,100.0
1.2,0.6,0.25,0.05,2.0,1,1,100.0
1.2,0.6,0.3,0.02,1.1,1,1,100.0
1.2,0.6,0.3,0.02,1.4,1,1,100.0
1.2,0.6,0.3,0.02,1.7,1,1,100.0
1.2,0.6,0.3,0.02,2.0,1,1,100.0
1.2,0.6,0.3,0.03,1.1,1,1,100.0
1.2,0.6,0.3,0.03,1.4,1,1,100.0
1.2,0.6,0.3,0.03,1.7,1,1,100.0
1.2,0.6,0.3,0.03,2.0,1,1,100.0
1.2,0.6,0.3,0.04,1.1,1,1,100.0
1.2,0.6,0.3,0.04,1.4,1,1,100.0
1.2,0.6,0.3,0.04,1.7,1,1,100.0
1.2,0.6,0.3,0.04,2.0,1,1,100.0
1.2,0.6,0.3,0.05,1.1,1,1,100.0
1.2,0.6,0.3,0.05,1.4,1,1,100.0
1.2,0.6,0.3,0.05,1.7,1,1,100.0
1.2,0.6,0.3,0.05,2.0,1,1,100.0
1.2,0.6,0.35,0.02,1.1,1,1,100.0
1.2,0.6,0.35,0.02,1.4,1,1,100.0
1.2,0.6,0.35,0.02,1.7,1,1,100.0
1.2,0.6,0.35,0.02,2.0,1,1,100.0
1.2,0.6,0.35,0.03,1.1,1,1,100.0
1.2,0.6,0.35,0.03,1.4,1,1,100.0
1.2,0.6,0.35,0.03,1.7,1,1,100.0
1.2,0.6,0.35,0.03,2.0,1,1,100.0
1.2,0.6,0.35,0.04,1.1,1,1,100.0
1.2,0.6,0.35,0.04,1.4,1,1,100.0
1.2,0.6,0.35,0.04,1.7,1,1,100.0
1.2,0.6,0.35,0.04,2.0,1,1,100.0
1.2,0.6,0.35,0.05,1.1,1,1,100.0
1.2,0.6,0.35,0.05,1.4,1,1,100.0
1.2,0.6,0.35,0.05,1.7,1,1,100.0
1.2,0.6,0.35,0.05,2.0,1,1,100.0
1.2,0.6,0.4,0.02,1.1,1,1,100.0
1.2,0.6,0.4,0.02,1.4,1,1,100.0
1.2,0.6,0.4,0.02,1.7,1,1,100.0
1.2,0.6,0.4,0.02,2.0,1,1,100.0
1.2,0.6,0.4,0.03,1.1,1,1,100.0
1.2,0.6,0.4,0.03,1.4,1,1,100.0
1.2,0.6,0.4,0.03,1.7,1,1,100.0
1.2,0.6,0.4,0.03,2.0,1,1,100.0
1.2,0.6,0.4,0.04,1.1,1,1,100.0
1.2,0.6,0.4,0.04,1.4,1,1,100.0
1.2,0.6,0.4,0.04,1.7,1,1,100.0
1.2,0.6,0.4,0.04,2.0,1,1,100.0
1.2,0.6,0.4,0.05,1.1,1,1,100.0
1.2,0.6,0.4,0.05,1.4,1,1,100.0
1.2,0.6,0.4,0.05,1.7,1,1,100.0
1.2,0.6,0.4,0.05,2.0,1,1,100.0
1.2,0.7,0.0,0.02,1.1,1,1,100.0
1.2,0.7,0.0,0.02,1.4,1,1,100.0
1.2,0.7,0.0,0.02,1.7,1,1,100.0
1.2,0.7,0.0,0.02,2.0,1,1,100.0
1.2,0.7,0.0,0.03,1.1,1,1,100.0
1.2,0.7,0.0,0.03,1.4,1,1,100.0
1.2,0.7,0.0,0.03,1.7,1,1,100.0
1.2,0.7,0.0,0.03,2.0,1,1,100.0
1.2,0.7,0.0,0.04,1.1,1,1,100.0
1.2,0.7,0.0,0.04,1.4,1,1,100.0
1.2,0.7,0.0,0.04,1.7,1,1,100.0
1.2,0.7,0.0,0.04,2.0,1,1,100.0
1.2,0.7,0.0,0.05,1.1,1,1,100.0
1.2,0.7,0.0,0.05,1.4,1,1,100.0
1.2,0.7,0.0,0.05,1.7,1,1,100.0
1.2,0.7,0.0,0.05,2.0,1,1,100.0
1.2,0.7,0.15,0.02,1.1,1,1,100.0
1.2,0.7,0.15,0.02,1.4,1,1,100.0
1.2,0.7,0.15,0.02,1.7,1,1,100.0
1.2,0.7,0.15,0.02,2.0,1,1,100.0
1.2,0.7,0.15,0.03,1.1,1,1,100.0
1.2,0.7,0.15,0.03,1.4,1,1,100.0
1.2,0.7,0.15,0.03,1.7,1,1,100.0
1.2,0.7,0.15,0.03,2.0,1,1,100.0
1.2,0.7,0.15,0.04,1.1,1,1,100.0
1.2,0.7,0.15,0.04,1.4,1,1,100.0
1.2,0.7,0.15,0.04,1.7,1,1,100.0
1.2,0.7,0.15,0.04,2.0,1,1,100.0
1.2,0.7,0.15,0.05,1.1,1,1,100.0
1.2,0.7,0.15,0.05,1.4,1,1,100.0
1.2,0.7,0.15,0.05,1.7,1,1,100.0
1.2,0.7,0.15,0.05,2.0,1,1,100.0
1.2,0.7,0.2,0.02,1.1,1,1,100.0
1.2,0.7,0.2,0.02,1.4,1,1,100.0
1.2,0.7,0.2,0.02,1.7,1,1,100.0
1.2,0.7,0.2,0.02,2.0,1,1,100.0
1.2,0.7,0.2,0.03,1.1,1,1,100.0
1.2,0.7,0.2,0.03,1.4,1,1,100.0
1.2,0.7,0.2,0.03,1.7,1,1,100.0
1.2,0.7,0.2,0.03,2.0,1,1,100.0
1.2,0.7,0.2,0.04,1.1,1,1,100.0
1.2,0.7,0.2,0.04,1.4,1,1,100.0
1.2,0.7,0.2,0.04,1.7,1,1,100.0
1.2,0.7,0.2,0.04,2.0,1,1,100.0
1.2,0.7,0.2,0.05,1.1,1,1,100.0
